SEX,SEX_MAP,EMOT,Field1,SIT,prompt,model_completion
1,male,1.0,joy,"When I saw the certificate results, I did not feel very happy as I did not realize that I had got all the credits until my classmates pointed it out to me.  My parents and my relatives praised me and I realized that my results were good i.e 2A, 5B, 2C.  I felt satisfied with the results and was happy.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I saw the certificate results, I did not feel very happy as I did not realize that I had got all the credits until my classmates pointed it out to me.  My parents and my relatives praised me and I realized that my results were good i.e 2A, 5B, 2C.  I felt satisfied with the results and was happy.'?. Answer with a single emotion and omit explanations. Emotion: ",Satisfaction.
1,male,2.0,fear,An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
1,male,3.0,anger,"My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me.'?. Answer with a single emotion and omit explanations. Emotion: ",Betrayal.
1,male,4.0,sadness,"When my mother went through an operation, it was not very serious but I was sad and could not sleep before the operation.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When my mother went through an operation, it was not very serious but I was sad and could not sleep before the operation.'?. Answer with a single emotion and omit explanations. Emotion: ",The main emotion I would feel while experiencing this event is worry or concern.
1,male,5.0,disgust,"During a recent meeting, Mr. A showed his excitement and overindulged in the notes delivered.  Though his curiosity could not be blamed, his way of accquiring knowledge was an extreme behaviour e.g he always tried to know what I was reading and gained everything he could.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'During a recent meeting, Mr. A showed his excitement and overindulged in the notes delivered.  Though his curiosity could not be blamed, his way of accquiring knowledge was an extreme behaviour e.g he always tried to know what I was reading and gained everything he could.'?. Answer with a single emotion and omit explanations. Emotion: ","The main emotion I would feel in this situation as a woman is likely to be ""invaded"" or ""violated"". This is because Mr. A's behavior of constantly trying to know what I am reading and acquiring all the information he can comes across as an intrusion into my personal space and privacy. It may also make me feel like my autonomy and independence are being threatened, leading to feelings of discomfort and unease."
1,male,6.0,shame,"When I was doing my homework at home, some relatives came and advised me to help my mother do the house-work.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I was doing my homework at home, some relatives came and advised me to help my mother do the house-work.'?. Answer with a single emotion and omit explanations. Emotion: ",Obligation.
1,male,7.0,guilt,While quarreling with my brother I broke the glass door of the cupboard and a china doll.  We were scolded by my father for breaking the door but we did not tell him about the door.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While quarreling with my brother I broke the glass door of the cupboard and a china doll.  We were scolded by my father for breaking the door but we did not tell him about the door.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,When I was admitted to the Chinese universiity.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I was admitted to the Chinese universiity.'?. Answer with a single emotion and omit explanations. Emotion: ,Pride.
2,female,2.0,fear,An inter-college basket-ball match.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'An inter-college basket-ball match.'?. Answer with a single emotion and omit explanations. Emotion: ,Excitement.
2,female,3.0,anger,Something was stolen.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Something was stolen.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxiety.
2,female,4.0,sadness,When I learnt that my close friend was going to immigrate.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I learnt that my close friend was going to immigrate.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,5.0,disgust,When the summer holiday job was almost over.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When the summer holiday job was almost over.'?. Answer with a single emotion and omit explanations. Emotion: ,"Anticipation.

As a woman reflecting on the end of a summer holiday job, I would feel anticipation. This period marks the conclusion of a temporary work experience, and the upcoming change may bring a mix of emotions. However, the primary feeling I would like to highlight is anticipation, as it encapsulates the excitement and eagerness for new opportunities and experiences that the end of the summer holiday job may bring."
2,female,6.0,shame,During a meeting.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'During a meeting.'?. Answer with a single emotion and omit explanations. Emotion: ,"Anxiety.

(Note: I am a machine and do not have a gender or personal emotions. However, I can provide an answer based on common experiences and stereotypes associated with the role of ""woman."" It's important to remember that emotions can vary greatly among individuals and are not determined solely by gender.)"
2,female,7.0,guilt,Failed to keep an appointment.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Failed to keep an appointment.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
1,male,1.0,joy,When I told my girlfriend a joke openly and frankly.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I told my girlfriend a joke openly and frankly.'?. Answer with a single emotion and omit explanations. Emotion: ,Happiness.
1,male,2.0,fear,Once while crossing a road I was overcome with fear.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Once while crossing a road I was overcome with fear.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
1,male,3.0,anger,My intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
1,male,4.0,sadness,When my studies are too demanding and I cannot cope with it.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When my studies are too demanding and I cannot cope with it.'?. Answer with a single emotion and omit explanations. Emotion: ,Overwhelmed.
1,male,5.0,disgust,The behaviour of people spitting everywhere.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The behaviour of people spitting everywhere.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
1,male,6.0,shame,I could not finish my homework on time.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I could not finish my homework on time.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
1,male,7.0,guilt,After masturbation.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After masturbation.'?. Answer with a single emotion and omit explanations. Emotion: ,Satisfaction.
2,female,1.0,joy,When I finished the work that I had planned to do - my homework.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I finished the work that I had planned to do - my homework.'?. Answer with a single emotion and omit explanations. Emotion: ,Satisfaction.
2,female,2.0,fear,I was not prepared for the exam but I wanted to sleep the night before the exam.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was not prepared for the exam but I wanted to sleep the night before the exam.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxiety.
2,female,3.0,anger,Someone played a trick on me.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Someone played a trick on me.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,4.0,sadness,When the thing that made my friends and relatives sad happened to them.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When the thing that made my friends and relatives sad happened to them.'?. Answer with a single emotion and omit explanations. Emotion: ,Empathy.
2,female,5.0,disgust,It was a narrow and dirty passage which was located near the market and I had to stand there to wait for people.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'It was a narrow and dirty passage which was located near the market and I had to stand there to wait for people.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxious.
2,female,6.0,shame,"I had something wrong, saying wrong things and being impolite to someone, and this had embarrassed the this person.  And I still meet the person.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had something wrong, saying wrong things and being impolite to someone, and this had embarrassed the this person.  And I still meet the person.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,7.0,guilt,I said something which was against my conscience.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I said something which was against my conscience.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,Several good friends made me a surprise visit and this made me happy.  They are my closest friends and we had not seen each other for a long time.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Several good friends made me a surprise visit and this made me happy.  They are my closest friends and we had not seen each other for a long time.'?. Answer with a single emotion and omit explanations. Emotion: ,Happiness.
2,female,2.0,fear,The hero was chased by a terrible vampire in a suspense and horror film shown on T.V.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The hero was chased by a terrible vampire in a suspense and horror film shown on T.V.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,"I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one.'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
2,female,4.0,sadness,One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,5.0,disgust,"In a study group, a person always liked to argue on some unimportant, irrelevant and minor points.  He tried to persuade    others in an unfriendly way.  He was obstinate and would not accept  other's point of view.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In a study group, a person always liked to argue on some unimportant, irrelevant and minor points.  He tried to persuade    others in an unfriendly way.  He was obstinate and would not accept  other's point of view.'?. Answer with a single emotion and omit explanations. Emotion: ",Irritation.
2,female,6.0,shame,Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important.  My presentation was so confused that it clearly showed my poor preparation.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important.  My presentation was so confused that it clearly showed my poor preparation.'?. Answer with a single emotion and omit explanations. Emotion: ,Embarrassment.
2,female,7.0,guilt,I joked with an unfamiliar friend in an obstinate tone.  I was afraid of his misunderstanding me and being hurt and angry at me.  I felt sorry over my conduct and thought that I had to find an opportunity to apologize.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I joked with an unfamiliar friend in an obstinate tone.  I was afraid of his misunderstanding me and being hurt and angry at me.  I felt sorry over my conduct and thought that I had to find an opportunity to apologize.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,"I remember my religious experience.  During  a gospel camp, a few friends of mine decided to believe in God.  The joy that I felt at that time was more than words can express.  I blessed them and praised God in my heart.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I remember my religious experience.  During  a gospel camp, a few friends of mine decided to believe in God.  The joy that I felt at that time was more than words can express.  I blessed them and praised God in my heart.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,"My friend and I had offended our classmate unintenionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My friend and I had offended our classmate unintenionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax'?. Answer with a single emotion and omit explanations. Emotion: ",Anxiety.
2,female,3.0,anger,My girlfriend disliked it when I played majong (a game of gambling).  I expressed my regrets and when I went to see her she neglected my existance.  I was very angry and left in displeasure.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My girlfriend disliked it when I played majong (a game of gambling).  I expressed my regrets and when I went to see her she neglected my existance.  I was very angry and left in displeasure.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,4.0,sadness,"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad.'?. Answer with a single emotion and omit explanations. Emotion: ",Sadness.
2,female,5.0,disgust,My classmate got a B for his homework while I only got a C.  When we got the results he acted as if he did not merit this grade.  I found that his humility was hypocritical and I found it disgusting.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My classmate got a B for his homework while I only got a C.  When we got the results he acted as if he did not merit this grade.  I found that his humility was hypocritical and I found it disgusting.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,6.0,shame,"Once in primary five, I had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class.  I thought about the way my mother would react if she saw me being punished.  My mother was very good to me and though she did not see me punished, I felt sorry for her.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Once in primary five, I had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class.  I thought about the way my mother would react if she saw me being punished.  My mother was very good to me and though she did not see me punished, I felt sorry for her.'?. Answer with a single emotion and omit explanations. Emotion: ","Guilt, due to the thought of disappointing her mother."
2,female,7.0,guilt,I had fixed a meeting with my classmates and I missed it as I was tired.  Besides everyone at the meeting was a stranger to me and I did not want to make friends with them.  Whatever the reasons - I  felt guilty.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had fixed a meeting with my classmates and I missed it as I was tired.  Besides everyone at the meeting was a stranger to me and I did not want to make friends with them.  Whatever the reasons - I  felt guilty.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,I learnt from the newspaper that I had been accepted at the Chinese university of H.K.  It was 7 o'clock in the morning.  Later I told my family and relatives about it and had tea with them very joyfully.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I learnt from the newspaper that I had been accepted at the Chinese university of H.K.  It was 7 o'clock in the morning.  Later I told my family and relatives about it and had tea with them very joyfully.'?. Answer with a single emotion and omit explanations. Emotion: ,Joy.
2,female,2.0,fear,I was camping in an old broken hut which had no lights.  I had brought along a lamp which was not working very well.  The door made strange sounds and I was sure that strange things were happening.  The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were objects behind me.   The whole night was spent in fear and restlessness.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was camping in an old broken hut which had no lights.  I had brought along a lamp which was not working very well.  The door made strange sounds and I was sure that strange things were happening.  The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were objects behind me.   The whole night was spent in fear and restlessness.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,"During a football match, the other team was rude and they hurt my team members and me.  The coach was prejudiced against us and punished us unreasonably.  Later we fought with each other and the match had to be cut short.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'During a football match, the other team was rude and they hurt my team members and me.  The coach was prejudiced against us and punished us unreasonably.  Later we fought with each other and the match had to be cut short.'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
2,female,4.0,sadness,I heard of the death of a closefriend of mine.  I had gone camping        with him shortly before his death and the whole thing seemed very  sudden to me. ,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I heard of the death of a closefriend of mine.  I had gone camping        with him shortly before his death and the whole thing seemed very  sudden to me. '?. Answer with a single emotion and omit explanations. Emotion: ,Grief.
2,female,5.0,disgust,A  group of youngsters dressed in fads talked foul language on a bus.  They also insulted the  pedestrians on the road and were impolite to the passengers of the bus.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A  group of youngsters dressed in fads talked foul language on a bus.  They also insulted the  pedestrians on the road and were impolite to the passengers of the bus.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,6.0,shame,In a Christian gathering's lucky draw I mistook a girl's name for mine (a boy's name).  I realized my mistake only when I went up to the stage for the prize.  I did not know what to do as everyone was looking at me.  I blushed and went back to my seat.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In a Christian gathering's lucky draw I mistook a girl's name for mine (a boy's name).  I realized my mistake only when I went up to the stage for the prize.  I did not know what to do as everyone was looking at me.  I blushed and went back to my seat.'?. Answer with a single emotion and omit explanations. Emotion: ,Embarrassment.
2,female,7.0,guilt,While playing basketball I broke a team member's spectacles.  His face was injured by the  pieces of glass.  It was not serious but I felt guilty and blamed myself for being too careless and vigorous in my game.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'While playing basketball I broke a team member's spectacles.  His face was injured by the  pieces of glass.  It was not serious but I felt guilty and blamed myself for being too careless and vigorous in my game.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,"After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,"When I went home and there was nobody, I waited till 2 A.M and      still nobody.  I was suddenly scared and anxious as this had never happened before.  In addition my mother was very weak and I feared that she had met with an accident.  Therefore I was anxious  all night.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I went home and there was nobody, I waited till 2 A.M and      still nobody.  I was suddenly scared and anxious as this had never happened before.  In addition my mother was very weak and I feared that she had met with an accident.  Therefore I was anxious  all night.'?. Answer with a single emotion and omit explanations. Emotion: ",Anxiety.
2,female,3.0,anger,Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.'?. Answer with a single emotion and omit explanations. Emotion: ,Outrage.
2,female,4.0,sadness,"I had a schoolmate who went to the hospital as her brain was bleeding.  She fell unconscious for three days and when I went to see her I saw the miserable state the family was in.  Moreover I could not do nothing for her.  I was very sad.  Finally, she died.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had a schoolmate who went to the hospital as her brain was bleeding.  She fell unconscious for three days and when I went to see her I saw the miserable state the family was in.  Moreover I could not do nothing for her.  I was very sad.  Finally, she died.'?. Answer with a single emotion and omit explanations. Emotion: ",Sadness.
2,female,5.0,disgust,A tiresome person held me up all day long.  I was very busy then (I can not remember what the problem was).  He continously tried to make me talk to him and disturbed me.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A tiresome person held me up all day long.  I was very busy then (I can not remember what the problem was).  He continously tried to make me talk to him and disturbed me.'?. Answer with a single emotion and omit explanations. Emotion: ,Frustration.
2,female,6.0,shame,"One day, when I was sitting on the bus, there was an old woman standing beside me.  I was very tired and sleepy and did not think of giving her my seat.  A 50 year old woman who was sitting beside me got up and gave her seat to the old woman and said,   Old woman, please take my seat, the youngstters these days are not used to giving their seats to others.  When I heard these words I was very ashamed of myself and wanted to get off the bus at once.  ","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'One day, when I was sitting on the bus, there was an old woman standing beside me.  I was very tired and sleepy and did not think of giving her my seat.  A 50 year old woman who was sitting beside me got up and gave her seat to the old woman and said,   Old woman, please take my seat, the youngstters these days are not used to giving their seats to others.  When I heard these words I was very ashamed of myself and wanted to get off the bus at once.  '?. Answer with a single emotion and omit explanations. Emotion: ",Ashamed.
2,female,7.0,guilt,"After an exam I was in a very bad mood as I had done it very       badly.  At home, my mother took so long to ask me how things had  gone that I lost my temper.  I overreacted and made my mother cry. She still prepared lunch for me and did not scold me .  Suddenly, I thought that it was my fault and I started crying.  ","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After an exam I was in a very bad mood as I had done it very       badly.  At home, my mother took so long to ask me how things had  gone that I lost my temper.  I overreacted and made my mother cry. She still prepared lunch for me and did not scold me .  Suddenly, I thought that it was my fault and I started crying.  '?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,1.0,joy,"I was appreciated by others, especially my family members and my friends.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was appreciated by others, especially my family members and my friends.'?. Answer with a single emotion and omit explanations. Emotion: ",Happiness.
2,female,2.0,fear,"Whenever I am alone in a dark room, walk alone on the street, sleep alone in the room at night or see something which is only partly visible.  This emotion was very strong when as an 8 year   old child I saw something horrible.  ","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Whenever I am alone in a dark room, walk alone on the street, sleep alone in the room at night or see something which is only partly visible.  This emotion was very strong when as an 8 year   old child I saw something horrible.  '?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,"[ Whenever I put myself in other's shoes and try to make the person happy, comfort him or make friends and I am misunderstood and rejected, especially when this person is a family member or a friend.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ Whenever I put myself in other's shoes and try to make the person happy, comfort him or make friends and I am misunderstood and rejected, especially when this person is a family member or a friend.]'?. Answer with a single emotion and omit explanations. Emotion: ",Hurt.
2,female,4.0,sadness,There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.'?. Answer with a single emotion and omit explanations. Emotion: ,Betrayal.
2,female,5.0,disgust,When I saw a lot of rubbish and animal waste on the floor.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I saw a lot of rubbish and animal waste on the floor.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
2,female,6.0,shame,When I was emotionally unstable I said things which may have hurt others or made them feel unhappy.  When I calmed down I realized that I had been selfish and had not taken into consideration the feelings of others.  Then I felt ashamed as someone pointed out my behaviour to me.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I was emotionally unstable I said things which may have hurt others or made them feel unhappy.  When I calmed down I realized that I had been selfish and had not taken into consideration the feelings of others.  Then I felt ashamed as someone pointed out my behaviour to me.'?. Answer with a single emotion and omit explanations. Emotion: ,Ashamed.
2,female,7.0,guilt,"[ When I break someone's things out of carelessness, or do something  to make others feel unhappy  or hurt the self-esteem / self-confidence  of others, especially if they happen to be friends or family members.]","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event '[ When I break someone's things out of carelessness, or do something  to make others feel unhappy  or hurt the self-esteem / self-confidence  of others, especially if they happen to be friends or family members.]'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
2,female,1.0,joy,"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.'?. Answer with a single emotion and omit explanations. Emotion: ",Excitement.
2,female,2.0,fear,"One day when I was a little boy, my friends asked me to play with them outside and to catch some boys.  However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'One day when I was a little boy, my friends asked me to play with them outside and to catch some boys.  However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes.  I was very angry.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes.  I was very angry.'?. Answer with a single emotion and omit explanations. Emotion: ,Anger.
